pk,model,member,date,hours
12551,mks.weeklypresence,780,2012-02-26,26.0
12552,mks.weeklypresence,780,2012-03-04,19.0
12553,mks.weeklypresence,780,2012-03-11,32.0
12554,mks.weeklypresence,780,2012-04-01,0.0
12555,mks.weeklypresence,780,2012-04-08,0.0
12556,mks.weeklypresence,780,2012-04-15,6.0
12557,mks.weeklypresence,780,2012-04-22,3.0
12558,mks.weeklypresence,780,2012-04-29,21.0
12559,mks.weeklypresence,780,2012-05-06,27.0
12560,mks.weeklypresence,780,2012-05-13,29.0
12561,mks.weeklypresence,780,2012-05-20,25.0
12562,mks.weeklypresence,780,2012-05-27,13.0
12563,mks.weeklypresence,780,2012-06-03,26.0
12564,mks.weeklypresence,780,2012-06-10,24.0
12565,mks.weeklypresence,780,2012-06-17,17.0
12566,mks.weeklypresence,780,2012-06-24,24.0
12567,mks.weeklypresence,7,2011-08-21,0.0
12568,mks.weeklypresence,7,2011-11-27,14.0
12569,mks.weeklypresence,7,2011-12-04,27.0
12570,mks.weeklypresence,7,2011-12-11,29.0
12571,mks.weeklypresence,7,2012-01-01,21.0
12572,mks.weeklypresence,7,2012-01-08,28.0
12573,mks.weeklypresence,7,2012-01-15,19.0
12574,mks.weeklypresence,7,2012-01-22,30.0
12575,mks.weeklypresence,7,2012-02-19,18.0
12576,mks.weeklypresence,7,2012-02-26,24.0
12577,mks.weeklypresence,7,2012-03-04,22.0
12578,mks.weeklypresence,7,2012-03-11,0.0
12579,mks.weeklypresence,7,2012-04-01,0.0
12580,mks.weeklypresence,7,2012-04-08,0.0
12581,mks.weeklypresence,7,2012-04-15,2.0
12582,mks.weeklypresence,7,2012-04-22,0.0
12583,mks.weeklypresence,7,2012-04-29,18.0
12584,mks.weeklypresence,7,2012-05-06,29.0
12585,mks.weeklypresence,7,2012-05-13,25.0
12586,mks.weeklypresence,7,2012-05-20,22.0
12587,mks.weeklypresence,7,2012-05-27,11.0
12588,mks.weeklypresence,7,2012-06-03,19.0
12589,mks.weeklypresence,7,2012-06-10,24.0
12590,mks.weeklypresence,7,2012-06-17,19.0
12591,mks.weeklypresence,7,2012-06-24,23.0
12592,mks.weeklypresence,805,2011-08-21,8.0
12593,mks.weeklypresence,805,2011-11-27,30.0
12594,mks.weeklypresence,805,2011-12-04,30.0
12595,mks.weeklypresence,805,2011-12-11,30.0
12596,mks.weeklypresence,805,2012-01-01,29.0
12597,mks.weeklypresence,805,2012-01-08,30.0
12598,mks.weeklypresence,805,2012-01-15,27.0
12599,mks.weeklypresence,805,2012-01-22,29.0
12600,mks.weeklypresence,805,2012-02-19,25.0
12601,mks.weeklypresence,805,2012-02-26,31.0
12602,mks.weeklypresence,805,2012-03-04,24.0
12603,mks.weeklypresence,805,2012-03-11,20.0
12604,mks.weeklypresence,805,2012-04-01,13.0
12605,mks.weeklypresence,805,2012-04-08,0.0
12606,mks.weeklypresence,805,2012-04-15,0.0
12607,mks.weeklypresence,805,2012-04-22,1.0
12608,mks.weeklypresence,805,2012-04-29,25.0
12609,mks.weeklypresence,805,2012-05-06,26.0
12610,mks.weeklypresence,805,2012-05-13,32.0
12611,mks.weeklypresence,805,2012-05-20,19.0
12612,mks.weeklypresence,805,2012-05-27,24.0
12613,mks.weeklypresence,805,2012-06-03,23.0
12614,mks.weeklypresence,805,2012-06-10,27.0
12615,mks.weeklypresence,805,2012-06-17,31.0
12616,mks.weeklypresence,805,2012-06-24,32.0
12617,mks.weeklypresence,851,2011-08-21,0.0
12618,mks.weeklypresence,851,2011-11-27,0.0
12619,mks.weeklypresence,851,2011-12-04,22.0
12620,mks.weeklypresence,851,2011-12-11,21.0
12621,mks.weeklypresence,851,2012-01-01,6.0
12622,mks.weeklypresence,851,2012-01-08,19.0
12623,mks.weeklypresence,851,2012-01-15,17.0
12624,mks.weeklypresence,851,2012-01-22,8.0
12625,mks.weeklypresence,851,2012-02-19,17.0
12626,mks.weeklypresence,851,2012-02-26,9.0
12627,mks.weeklypresence,851,2012-03-04,7.0
12628,mks.weeklypresence,851,2012-03-11,13.0
12629,mks.weeklypresence,851,2012-04-01,0.0
12630,mks.weeklypresence,851,2012-04-08,0.0
12631,mks.weeklypresence,851,2012-04-15,6.0
12632,mks.weeklypresence,851,2012-04-22,0.0
12633,mks.weeklypresence,851,2012-04-29,19.0
12634,mks.weeklypresence,851,2012-05-06,19.0
12635,mks.weeklypresence,851,2012-05-13,13.0
12636,mks.weeklypresence,851,2012-05-20,14.0
12637,mks.weeklypresence,851,2012-05-27,0.0
12638,mks.weeklypresence,851,2012-06-03,10.0
12639,mks.weeklypresence,851,2012-06-10,16.0
12640,mks.weeklypresence,851,2012-06-17,19.0
12641,mks.weeklypresence,851,2012-06-24,0.0
12642,mks.weeklypresence,8,2011-08-21,2.0
12643,mks.weeklypresence,8,2011-11-27,0.0
12644,mks.weeklypresence,8,2011-12-04,9.0
12645,mks.weeklypresence,8,2011-12-11,23.0
12646,mks.weeklypresence,8,2012-01-01,18.0
12647,mks.weeklypresence,8,2012-01-08,9.0
12648,mks.weeklypresence,8,2012-01-15,9.0
12649,mks.weeklypresence,8,2012-01-22,15.0
12650,mks.weeklypresence,8,2012-02-19,12.0
12651,mks.weeklypresence,8,2012-02-26,8.0
12652,mks.weeklypresence,8,2012-03-04,0.0
12653,mks.weeklypresence,8,2012-03-11,17.0
12654,mks.weeklypresence,8,2012-04-01,0.0
12655,mks.weeklypresence,8,2012-04-08,0.0
12656,mks.weeklypresence,8,2012-04-15,12.0
12657,mks.weeklypresence,8,2012-04-22,0.0
12658,mks.weeklypresence,8,2012-04-29,17.0
12659,mks.weeklypresence,8,2012-05-06,27.0
12660,mks.weeklypresence,8,2012-05-13,18.0
12661,mks.weeklypresence,8,2012-05-20,24.0
12662,mks.weeklypresence,8,2012-05-27,15.0
12663,mks.weeklypresence,8,2012-06-03,8.0
12664,mks.weeklypresence,8,2012-06-10,13.0
12665,mks.weeklypresence,8,2012-06-17,12.0
12666,mks.weeklypresence,8,2012-06-24,11.0
12667,mks.weeklypresence,88,2011-08-21,0.0
12668,mks.weeklypresence,88,2011-11-27,4.0
12669,mks.weeklypresence,88,2011-12-04,3.0
12670,mks.weeklypresence,88,2011-12-11,10.0
12671,mks.weeklypresence,88,2012-01-01,9.0
12672,mks.weeklypresence,88,2012-01-08,11.0
12673,mks.weeklypresence,88,2012-01-15,5.0
12674,mks.weeklypresence,88,2012-01-22,11.0
12675,mks.weeklypresence,88,2012-02-19,8.0
12676,mks.weeklypresence,88,2012-02-26,11.0
12677,mks.weeklypresence,88,2012-03-04,4.0
12678,mks.weeklypresence,88,2012-03-11,9.0
12679,mks.weeklypresence,88,2012-04-01,0.0
12680,mks.weeklypresence,88,2012-04-08,0.0
12681,mks.weeklypresence,88,2012-04-15,0.0
12682,mks.weeklypresence,88,2012-04-22,0.0
12683,mks.weeklypresence,88,2012-04-29,4.0
12684,mks.weeklypresence,88,2012-05-06,15.0
12685,mks.weeklypresence,88,2012-05-13,4.0
12686,mks.weeklypresence,88,2012-05-20,7.0
12687,mks.weeklypresence,88,2012-05-27,6.0
12688,mks.weeklypresence,88,2012-06-03,5.0
12689,mks.weeklypresence,88,2012-06-10,4.0
12690,mks.weeklypresence,88,2012-06-17,3.0
12691,mks.weeklypresence,88,2012-06-24,1.0
12692,mks.weeklypresence,833,2011-08-21,1.0
12693,mks.weeklypresence,833,2011-11-27,2.0
12694,mks.weeklypresence,833,2011-12-04,0.0
12695,mks.weeklypresence,833,2011-12-11,14.0
12696,mks.weeklypresence,833,2012-01-01,15.0
12697,mks.weeklypresence,833,2012-01-08,15.0
12698,mks.weeklypresence,833,2012-01-15,0.0
12699,mks.weeklypresence,833,2012-01-22,10.0
12700,mks.weeklypresence,833,2012-02-19,12.0
12701,mks.weeklypresence,833,2012-02-26,10.0
12702,mks.weeklypresence,833,2012-03-04,8.0
12703,mks.weeklypresence,833,2012-03-11,0.0
12704,mks.weeklypresence,833,2012-04-01,0.0
12705,mks.weeklypresence,833,2012-04-08,0.0
12706,mks.weeklypresence,833,2012-04-15,1.0
12707,mks.weeklypresence,833,2012-04-22,0.0
12708,mks.weeklypresence,833,2012-04-29,0.0
12709,mks.weeklypresence,833,2012-05-06,14.0
12710,mks.weeklypresence,833,2012-05-13,16.0
12711,mks.weeklypresence,833,2012-05-20,0.0
12712,mks.weeklypresence,833,2012-05-27,7.0
12713,mks.weeklypresence,833,2012-06-03,14.0
12714,mks.weeklypresence,833,2012-06-10,0.0
12715,mks.weeklypresence,833,2012-06-17,6.0
12716,mks.weeklypresence,833,2012-06-24,10.0
12717,mks.weeklypresence,836,2011-08-21,0.0
12718,mks.weeklypresence,836,2011-11-27,15.0
12719,mks.weeklypresence,836,2011-12-04,18.0
12720,mks.weeklypresence,836,2011-12-11,21.0
12721,mks.weeklypresence,836,2012-01-01,15.0
12722,mks.weeklypresence,836,2012-01-08,8.0
12723,mks.weeklypresence,836,2012-01-15,21.0
12724,mks.weeklypresence,836,2012-01-22,24.0
12725,mks.weeklypresence,836,2012-02-19,20.0
12726,mks.weeklypresence,836,2012-02-26,14.0
12727,mks.weeklypresence,836,2012-03-04,19.0
12728,mks.weeklypresence,836,2012-03-11,16.0
12729,mks.weeklypresence,836,2012-04-01,0.0
12730,mks.weeklypresence,836,2012-04-08,0.0
12731,mks.weeklypresence,836,2012-04-15,0.0
12732,mks.weeklypresence,836,2012-04-22,2.0
12733,mks.weeklypresence,836,2012-04-29,13.0
12734,mks.weeklypresence,836,2012-05-06,25.0
12735,mks.weeklypresence,836,2012-05-13,22.0
12736,mks.weeklypresence,836,2012-05-20,21.0
12737,mks.weeklypresence,836,2012-05-27,4.0
12738,mks.weeklypresence,836,2012-06-03,15.0
12739,mks.weeklypresence,836,2012-06-10,18.0
12740,mks.weeklypresence,836,2012-06-17,22.0
12741,mks.weeklypresence,836,2012-06-24,17.0
12742,mks.weeklypresence,847,2011-08-21,5.0
12743,mks.weeklypresence,847,2011-11-27,8.0
12744,mks.weeklypresence,847,2011-12-04,8.0
12745,mks.weeklypresence,847,2011-12-11,10.0
12746,mks.weeklypresence,847,2012-01-01,14.0
12747,mks.weeklypresence,847,2012-01-08,13.0
12748,mks.weeklypresence,847,2012-01-15,11.0
12749,mks.weeklypresence,847,2012-01-22,15.0
12750,mks.weeklypresence,847,2012-02-19,13.0
12751,mks.weeklypresence,847,2012-02-26,6.0
12752,mks.weeklypresence,847,2012-03-04,7.0
12753,mks.weeklypresence,847,2012-03-11,18.0
12754,mks.weeklypresence,847,2012-04-01,0.0
12755,mks.weeklypresence,847,2012-04-08,0.0
12756,mks.weeklypresence,847,2012-04-15,0.0
12757,mks.weeklypresence,847,2012-04-22,0.0
12758,mks.weeklypresence,847,2012-04-29,0.0
12759,mks.weeklypresence,847,2012-05-06,16.0
12760,mks.weeklypresence,847,2012-05-13,12.0
12761,mks.weeklypresence,847,2012-05-20,9.0
12762,mks.weeklypresence,847,2012-05-27,7.0
12763,mks.weeklypresence,847,2012-06-03,10.0
12764,mks.weeklypresence,847,2012-06-10,7.0
12765,mks.weeklypresence,847,2012-06-17,20.0
12766,mks.weeklypresence,847,2012-06-24,5.0
12767,mks.weeklypresence,828,2011-08-21,6.0
12768,mks.weeklypresence,828,2011-11-27,12.0
12769,mks.weeklypresence,828,2011-12-04,21.0
12770,mks.weeklypresence,828,2011-12-11,16.0
12771,mks.weeklypresence,828,2012-01-01,22.0
12772,mks.weeklypresence,828,2012-01-08,16.0
12773,mks.weeklypresence,828,2012-01-15,9.0
12774,mks.weeklypresence,828,2012-01-22,14.0
12775,mks.weeklypresence,828,2012-02-19,18.0
12776,mks.weeklypresence,828,2012-02-26,24.0
12777,mks.weeklypresence,828,2012-03-04,0.0
12778,mks.weeklypresence,828,2012-03-11,15.0
12779,mks.weeklypresence,828,2012-04-01,0.0
12780,mks.weeklypresence,828,2012-04-08,0.0
12781,mks.weeklypresence,828,2012-04-15,6.0
12782,mks.weeklypresence,828,2012-04-22,0.0
12783,mks.weeklypresence,828,2012-04-29,16.0
12784,mks.weeklypresence,828,2012-05-06,13.0
12785,mks.weeklypresence,828,2012-05-13,11.0
12786,mks.weeklypresence,828,2012-05-20,7.0
12787,mks.weeklypresence,828,2012-05-27,14.0
12788,mks.weeklypresence,828,2012-06-03,11.0
12789,mks.weeklypresence,828,2012-06-10,22.0
12790,mks.weeklypresence,828,2012-06-17,16.0
12791,mks.weeklypresence,828,2012-06-24,12.0
12792,mks.weeklypresence,768,2011-08-21,8.0
12793,mks.weeklypresence,768,2011-11-27,11.0
12794,mks.weeklypresence,768,2011-12-04,21.0
12795,mks.weeklypresence,768,2011-12-11,11.0
12796,mks.weeklypresence,768,2012-01-01,19.0
12797,mks.weeklypresence,768,2012-01-08,28.0
12798,mks.weeklypresence,768,2012-01-15,24.0
12799,mks.weeklypresence,768,2012-01-22,0.0
12800,mks.weeklypresence,768,2012-02-19,21.0
12801,mks.weeklypresence,768,2012-02-26,25.0
12802,mks.weeklypresence,768,2012-03-04,11.0
12803,mks.weeklypresence,768,2012-03-11,27.0
12804,mks.weeklypresence,768,2012-04-01,0.0
12805,mks.weeklypresence,768,2012-04-08,0.0
12806,mks.weeklypresence,768,2012-04-15,4.0
12807,mks.weeklypresence,768,2012-04-22,0.0
12808,mks.weeklypresence,768,2012-04-29,15.0
12809,mks.weeklypresence,768,2012-05-06,24.0
12810,mks.weeklypresence,768,2012-05-13,16.0
12811,mks.weeklypresence,768,2012-05-20,27.0
12812,mks.weeklypresence,768,2012-05-27,19.0
12813,mks.weeklypresence,768,2012-06-03,25.0
12814,mks.weeklypresence,768,2012-06-10,21.0
12815,mks.weeklypresence,768,2012-06-17,19.0
12816,mks.weeklypresence,768,2012-06-24,19.0
12817,mks.weeklypresence,817,2011-08-21,0.0
12818,mks.weeklypresence,817,2011-11-27,22.0
12819,mks.weeklypresence,817,2011-12-04,17.0
12820,mks.weeklypresence,817,2011-12-11,19.0
12821,mks.weeklypresence,817,2012-01-01,29.0
12822,mks.weeklypresence,817,2012-01-08,21.0
12823,mks.weeklypresence,817,2012-01-15,19.0
12824,mks.weeklypresence,817,2012-01-22,23.0
12825,mks.weeklypresence,817,2012-02-19,14.0
12826,mks.weeklypresence,817,2012-02-26,16.0
12827,mks.weeklypresence,817,2012-03-04,3.0
12828,mks.weeklypresence,817,2012-03-11,19.0
12829,mks.weeklypresence,817,2012-04-01,0.0
12830,mks.weeklypresence,817,2012-04-08,0.0
12831,mks.weeklypresence,817,2012-04-15,12.0
12832,mks.weeklypresence,817,2012-04-22,0.0
12833,mks.weeklypresence,817,2012-04-29,10.0
12834,mks.weeklypresence,817,2012-05-06,20.0
12835,mks.weeklypresence,817,2012-05-13,15.0
12836,mks.weeklypresence,817,2012-05-20,15.0
12837,mks.weeklypresence,817,2012-05-27,11.0
12838,mks.weeklypresence,817,2012-06-03,17.0
12839,mks.weeklypresence,817,2012-06-10,10.0
12840,mks.weeklypresence,817,2012-06-17,0.0
12841,mks.weeklypresence,817,2012-06-24,13.0
12842,mks.weeklypresence,14,2011-08-21,0.0
12843,mks.weeklypresence,14,2011-11-27,11.0
12844,mks.weeklypresence,14,2011-12-04,10.0
12845,mks.weeklypresence,14,2011-12-11,4.0
12846,mks.weeklypresence,14,2012-01-01,10.0
12847,mks.weeklypresence,14,2012-01-08,5.0
12848,mks.weeklypresence,14,2012-01-15,8.0
12849,mks.weeklypresence,14,2012-01-22,11.0
12850,mks.weeklypresence,14,2012-02-19,9.0
12851,mks.weeklypresence,14,2012-02-26,9.0
12852,mks.weeklypresence,14,2012-03-04,9.0
12853,mks.weeklypresence,14,2012-03-11,10.0
12854,mks.weeklypresence,14,2012-04-01,0.0
12855,mks.weeklypresence,14,2012-04-08,0.0
12856,mks.weeklypresence,14,2012-04-15,2.0
12857,mks.weeklypresence,14,2012-04-22,0.0
12858,mks.weeklypresence,14,2012-04-29,7.0
12859,mks.weeklypresence,14,2012-05-06,16.0
12860,mks.weeklypresence,14,2012-05-13,6.0
12861,mks.weeklypresence,14,2012-05-20,8.0
12862,mks.weeklypresence,14,2012-05-27,7.0
12863,mks.weeklypresence,14,2012-06-03,15.0
12864,mks.weeklypresence,14,2012-06-10,20.0
12865,mks.weeklypresence,14,2012-06-17,1.0
12866,mks.weeklypresence,14,2012-06-24,6.0
12867,mks.weeklypresence,194,2011-08-21,0.0
12868,mks.weeklypresence,194,2011-11-27,25.0
12869,mks.weeklypresence,194,2011-12-04,32.0
12870,mks.weeklypresence,194,2011-12-11,25.0
12871,mks.weeklypresence,194,2012-01-01,26.0
12872,mks.weeklypresence,194,2012-01-08,31.0
12873,mks.weeklypresence,194,2012-01-15,31.0
12874,mks.weeklypresence,194,2012-01-22,29.0
12875,mks.weeklypresence,194,2012-02-19,26.0
12876,mks.weeklypresence,194,2012-02-26,26.0
12877,mks.weeklypresence,194,2012-03-04,28.0
12878,mks.weeklypresence,194,2012-03-11,29.0
12879,mks.weeklypresence,194,2012-04-01,6.0
12880,mks.weeklypresence,194,2012-04-08,0.0
12881,mks.weeklypresence,194,2012-04-15,12.0
12882,mks.weeklypresence,194,2012-04-22,15.0
12883,mks.weeklypresence,194,2012-04-29,29.0
12884,mks.weeklypresence,194,2012-05-06,22.0
12885,mks.weeklypresence,194,2012-05-13,19.0
12886,mks.weeklypresence,194,2012-05-20,26.0
12887,mks.weeklypresence,194,2012-05-27,6.0
12888,mks.weeklypresence,194,2012-06-03,19.0
12889,mks.weeklypresence,194,2012-06-10,10.0
12890,mks.weeklypresence,194,2012-06-17,22.0
12891,mks.weeklypresence,194,2012-06-24,19.0
12892,mks.weeklypresence,201,2011-08-21,0.0
12893,mks.weeklypresence,201,2011-11-27,0.0
12894,mks.weeklypresence,201,2011-12-04,18.0
12895,mks.weeklypresence,201,2011-12-11,17.0
12896,mks.weeklypresence,201,2012-01-01,20.0
12897,mks.weeklypresence,201,2012-01-08,14.0
12898,mks.weeklypresence,201,2012-01-15,8.0
12899,mks.weeklypresence,201,2012-01-22,21.0
12900,mks.weeklypresence,201,2012-02-19,22.0
12901,mks.weeklypresence,201,2012-02-26,17.0
12902,mks.weeklypresence,201,2012-03-04,10.0
12903,mks.weeklypresence,201,2012-03-11,0.0
12904,mks.weeklypresence,201,2012-04-01,0.0
12905,mks.weeklypresence,201,2012-04-08,0.0
12906,mks.weeklypresence,201,2012-04-15,6.0
12907,mks.weeklypresence,201,2012-04-22,0.0
12908,mks.weeklypresence,201,2012-04-29,10.0
12909,mks.weeklypresence,201,2012-05-06,14.0
12910,mks.weeklypresence,201,2012-05-13,16.0
12911,mks.weeklypresence,201,2012-05-20,22.0
12912,mks.weeklypresence,201,2012-05-27,10.0
12913,mks.weeklypresence,201,2012-06-03,19.0
12914,mks.weeklypresence,201,2012-06-10,20.0
12915,mks.weeklypresence,201,2012-06-17,16.0
12916,mks.weeklypresence,201,2012-06-24,12.0
12917,mks.weeklypresence,795,2011-08-21,0.0
12918,mks.weeklypresence,795,2011-11-27,23.0
12919,mks.weeklypresence,795,2011-12-04,20.0
12920,mks.weeklypresence,795,2011-12-11,25.0
12921,mks.weeklypresence,795,2012-01-01,9.0
12922,mks.weeklypresence,795,2012-01-08,17.0
12923,mks.weeklypresence,795,2012-01-15,16.0
12924,mks.weeklypresence,795,2012-01-22,15.0
12925,mks.weeklypresence,795,2012-02-19,24.0
12926,mks.weeklypresence,795,2012-02-26,18.0
12927,mks.weeklypresence,795,2012-03-04,17.0
12928,mks.weeklypresence,795,2012-03-11,12.0
12929,mks.weeklypresence,795,2012-04-01,5.0
12930,mks.weeklypresence,795,2012-04-08,0.0
12931,mks.weeklypresence,795,2012-04-15,9.0
12932,mks.weeklypresence,795,2012-04-22,7.0
12933,mks.weeklypresence,795,2012-04-29,15.0
12934,mks.weeklypresence,795,2012-05-06,25.0
12935,mks.weeklypresence,795,2012-05-13,26.0
12936,mks.weeklypresence,795,2012-05-20,19.0
12937,mks.weeklypresence,795,2012-05-27,18.0
12938,mks.weeklypresence,795,2012-06-03,24.0
12939,mks.weeklypresence,795,2012-06-10,25.0
12940,mks.weeklypresence,795,2012-06-17,0.0
12941,mks.weeklypresence,795,2012-06-24,20.0
12942,mks.weeklypresence,212,2011-08-21,0.0
12943,mks.weeklypresence,212,2011-11-27,4.0
12944,mks.weeklypresence,212,2011-12-04,15.0
12945,mks.weeklypresence,212,2011-12-11,31.0
12946,mks.weeklypresence,212,2012-01-01,9.0
12947,mks.weeklypresence,212,2012-01-08,17.0
12948,mks.weeklypresence,212,2012-01-15,17.0
12949,mks.weeklypresence,212,2012-01-22,12.0
12950,mks.weeklypresence,212,2012-02-19,17.0
12951,mks.weeklypresence,212,2012-02-26,16.0
12952,mks.weeklypresence,212,2012-03-04,19.0
12953,mks.weeklypresence,212,2012-03-11,20.0
12954,mks.weeklypresence,212,2012-04-01,0.0
12955,mks.weeklypresence,212,2012-04-08,0.0
12956,mks.weeklypresence,212,2012-04-15,0.0
12957,mks.weeklypresence,212,2012-04-22,0.0
12958,mks.weeklypresence,212,2012-04-29,18.0
12959,mks.weeklypresence,212,2012-05-06,8.0
12960,mks.weeklypresence,212,2012-05-13,16.0
12961,mks.weeklypresence,212,2012-05-20,15.0
12962,mks.weeklypresence,212,2012-05-27,9.0
12963,mks.weeklypresence,212,2012-06-03,28.0
12964,mks.weeklypresence,212,2012-06-10,14.0
12965,mks.weeklypresence,212,2012-06-17,12.0
12966,mks.weeklypresence,212,2012-06-24,0.0
12967,mks.weeklypresence,837,2011-08-21,0.0
12968,mks.weeklypresence,837,2011-11-27,23.0
12969,mks.weeklypresence,837,2011-12-04,26.0
12970,mks.weeklypresence,837,2011-12-11,29.0
12971,mks.weeklypresence,837,2012-01-01,25.0
12972,mks.weeklypresence,837,2012-01-08,11.0
12973,mks.weeklypresence,837,2012-01-15,26.0
12974,mks.weeklypresence,837,2012-01-22,21.0
12975,mks.weeklypresence,837,2012-02-19,19.0
12976,mks.weeklypresence,837,2012-02-26,23.0
12977,mks.weeklypresence,837,2012-03-04,20.0
12978,mks.weeklypresence,837,2012-03-11,30.0
12979,mks.weeklypresence,837,2012-04-01,0.0
12980,mks.weeklypresence,837,2012-04-08,0.0
12981,mks.weeklypresence,837,2012-04-15,0.0
12982,mks.weeklypresence,837,2012-04-22,0.0
12983,mks.weeklypresence,837,2012-04-29,23.0
12984,mks.weeklypresence,837,2012-05-06,19.0
12985,mks.weeklypresence,837,2012-05-13,20.0
12986,mks.weeklypresence,837,2012-05-20,18.0
12987,mks.weeklypresence,837,2012-05-27,14.0
12988,mks.weeklypresence,837,2012-06-03,11.0
12989,mks.weeklypresence,837,2012-06-10,22.0
12990,mks.weeklypresence,837,2012-06-17,24.0
12991,mks.weeklypresence,837,2012-06-24,24.0
12992,mks.weeklypresence,789,2011-08-21,0.0
12993,mks.weeklypresence,789,2011-11-27,22.0
12994,mks.weeklypresence,789,2011-12-04,29.0
12995,mks.weeklypresence,789,2011-12-11,22.0
12996,mks.weeklypresence,789,2012-01-01,23.0
12997,mks.weeklypresence,789,2012-01-08,25.0
12998,mks.weeklypresence,789,2012-01-15,23.0
12999,mks.weeklypresence,789,2012-01-22,21.0
13000,mks.weeklypresence,789,2012-02-19,13.0
13001,mks.weeklypresence,789,2012-02-26,13.0
13002,mks.weeklypresence,789,2012-03-04,19.0
13003,mks.weeklypresence,789,2012-03-11,6.0
13004,mks.weeklypresence,789,2012-04-01,2.0
13005,mks.weeklypresence,789,2012-04-08,0.0
13006,mks.weeklypresence,789,2012-04-15,0.0
13007,mks.weeklypresence,789,2012-04-22,0.0
13008,mks.weeklypresence,789,2012-04-29,18.0
13009,mks.weeklypresence,789,2012-05-06,7.0
13010,mks.weeklypresence,789,2012-05-13,6.0
13011,mks.weeklypresence,789,2012-05-20,7.0
13012,mks.weeklypresence,789,2012-05-27,12.0
13013,mks.weeklypresence,789,2012-06-03,19.0
13014,mks.weeklypresence,789,2012-06-10,0.0
13015,mks.weeklypresence,789,2012-06-17,12.0
13016,mks.weeklypresence,789,2012-06-24,4.0
13017,mks.weeklypresence,846,2011-08-21,0.0
13018,mks.weeklypresence,846,2011-11-27,22.0
13019,mks.weeklypresence,846,2011-12-04,6.0
13020,mks.weeklypresence,846,2011-12-11,6.0
13021,mks.weeklypresence,846,2012-01-01,25.0
13022,mks.weeklypresence,846,2012-01-08,24.0
13023,mks.weeklypresence,846,2012-01-15,6.0
13024,mks.weeklypresence,846,2012-01-22,30.0
13025,mks.weeklypresence,846,2012-02-19,18.0
13026,mks.weeklypresence,846,2012-02-26,0.0
13027,mks.weeklypresence,846,2012-03-04,17.0
13028,mks.weeklypresence,846,2012-03-11,12.0
13029,mks.weeklypresence,846,2012-04-01,0.0
13030,mks.weeklypresence,846,2012-04-08,0.0
13031,mks.weeklypresence,846,2012-04-15,0.0
13032,mks.weeklypresence,846,2012-04-22,0.0
13033,mks.weeklypresence,846,2012-04-29,7.0
13034,mks.weeklypresence,846,2012-05-06,24.0
13035,mks.weeklypresence,846,2012-05-13,0.0
13036,mks.weeklypresence,846,2012-05-20,17.0
13037,mks.weeklypresence,846,2012-05-27,7.0
13038,mks.weeklypresence,846,2012-06-03,21.0
13039,mks.weeklypresence,846,2012-06-10,7.0
13040,mks.weeklypresence,846,2012-06-17,22.0
13041,mks.weeklypresence,846,2012-06-24,23.0
13042,mks.weeklypresence,13,2011-08-21,4.0
13043,mks.weeklypresence,13,2011-11-27,19.0
13044,mks.weeklypresence,13,2011-12-04,11.0
13045,mks.weeklypresence,13,2011-12-11,10.0
13046,mks.weeklypresence,13,2012-01-01,24.0
13047,mks.weeklypresence,13,2012-01-08,18.0
13048,mks.weeklypresence,13,2012-01-15,18.0
13049,mks.weeklypresence,13,2012-01-22,34.0
13050,mks.weeklypresence,13,2012-02-19,27.0
13051,mks.weeklypresence,13,2012-02-26,0.0
13052,mks.weeklypresence,13,2012-03-04,21.0
13053,mks.weeklypresence,13,2012-03-11,21.0
13054,mks.weeklypresence,13,2012-04-01,2.0
13055,mks.weeklypresence,13,2012-04-08,0.0
13056,mks.weeklypresence,13,2012-04-15,0.0
13057,mks.weeklypresence,13,2012-04-22,0.0
13058,mks.weeklypresence,13,2012-04-29,10.0
13059,mks.weeklypresence,13,2012-05-06,9.0
13060,mks.weeklypresence,13,2012-05-13,10.0
13061,mks.weeklypresence,13,2012-05-20,16.0
13062,mks.weeklypresence,13,2012-05-27,17.0
13063,mks.weeklypresence,13,2012-06-03,16.0
13064,mks.weeklypresence,13,2012-06-10,5.0
13065,mks.weeklypresence,13,2012-06-17,15.0
13066,mks.weeklypresence,13,2012-06-24,9.0
13067,mks.weeklypresence,772,2011-08-21,11.0
13068,mks.weeklypresence,772,2011-11-27,18.0
13069,mks.weeklypresence,772,2011-12-04,27.0
13070,mks.weeklypresence,772,2011-12-11,12.0
13071,mks.weeklypresence,772,2012-01-01,23.0
13072,mks.weeklypresence,772,2012-01-08,12.0
13073,mks.weeklypresence,772,2012-01-15,14.0
13074,mks.weeklypresence,772,2012-01-22,20.0
13075,mks.weeklypresence,772,2012-02-19,15.0
13076,mks.weeklypresence,772,2012-02-26,15.0
13077,mks.weeklypresence,772,2012-03-04,10.0
13078,mks.weeklypresence,772,2012-03-11,19.0
13079,mks.weeklypresence,772,2012-04-01,0.0
13080,mks.weeklypresence,772,2012-04-08,0.0
13081,mks.weeklypresence,772,2012-04-15,0.0
13082,mks.weeklypresence,772,2012-04-22,0.0
13083,mks.weeklypresence,772,2012-04-29,17.0
13084,mks.weeklypresence,772,2012-05-06,13.0
13085,mks.weeklypresence,772,2012-05-13,17.0
13086,mks.weeklypresence,772,2012-05-20,18.0
13087,mks.weeklypresence,772,2012-05-27,11.0
13088,mks.weeklypresence,772,2012-06-03,18.0
